# Zu löschende Zutaten (Vorschlag der AI)
# Lösche Zeilen für Zutaten, die du BEHALTEN willst
# Format: pk|name|description

5096|Burger Buns Brioche vegan|Butcher's Burger Vegane Buns Brioche Style 4 Stück - Butcher's - Brioche Buns - Brötchen Weizen SB
2788|Zwieback|Burger Zwieback 400g - BURGER - Zwieback (biscottes) - ZWIEBACK
5522|Müsliriegel Crunchy Choco|Nestle Clusters Crunchy Choco 4x35g - NESTLE - Clusters crunchy choco - MÜSLIRIEGEL GETREIDE
5536|Maultaschen Kürbis-Karotte frisch|KUERBIS KAROT.TAESCHLE - BUERGER - Pfannen Täschle Kürbis-Karotte - FRISCHNUDELN - SB -
3856|Cheddar Extra Mature Scheiben|CHEDDAR SCHEIBEN 12M. - BRITISH HERI. - Premium Cheddar Extra Mature - NATURKAESE SCHEIBEN - SB -
4163|Gemüselasagne (TK)|ja! Lasagne Gemüse 400g - Ja! - Gemüse Lasagne - TK-FERTIGGERICHTE SCHALEN
4165|Schokolade Knusper|Ovomaltine Schokolade Crunchy 100g - Ovomaltine - Ovomaltine crunchy - SCHOKOLADE BIS 100 G
5458|Mikrowellen-Popcorn salzig|Chio Mikrowellen-Popcorn salzig 100g - Chio - Mikrowellen Popcorn salzig - POPCORN
4379|Apfelmark Bio|Campo Verde Bio Apfelmark 360g - Campo Verde GmbH - Apfelmark - Campo Verde - OBSTKONSERVEN GLAS/PACKUNG
1314|Cheddar Extra|Cathedral City Cheddar Extra 200g - ***** - Cheddar kräftig - NATURKAESE PORTIONEN - SB -
3001|Butterspekulatius zuckerfrei laktosefrei|Coppenrath Butter Spekulatius laktosefrei 150g - Coppenrath - Zuckerfrei Mini Butter-Spekulatius - GLUTENFREIE ARTIKEL SAISON
1331|Schokoladen-Brownie-Torte (TK)|Coppenrath & Wiese Hot Chocolate Brownie 465g - Conditorei Coppenrath & Wiese - EDEKA Coppenrath & Wiese Kuchen Hot Chocolate Brownie 465g 3.49€ 1kg 7.51€ - TK-TORTEN/KUCHEN
4180|Penne Lisce|Buitoni Penne Lisce - DELVERDE - Penne Lisce - ITALIENISCHE TEIGWAREN
4172|Feiner Nudelsalat|Homann Feiner Nudelsalat 400g - HOMANN - Nudelsalat - FERTIGSALATE (+DESSERT) - SB -
5557|Haferaufstrich Paprika vegan|Haferaufstrich Paprika - POPP - Haferaufstrich - vegane Produkte Sonstige gek.SB
625|Kabeljaufilet frisch|Profish Kabeljau-Filet 300g - Profish - Kabeljau-Filet - PRE PACK FRISCHFISCH
1445|Mandel-Bienenstich (TK)|Coppenrath & Wiese Cafeteria fein & sahnig Mandel-Bienenstich-Blechkuchen 530g - Conditorei Coppenrath & Wiese - Mandel Bienenstich - TK-TORTEN/KUCHEN
3620|Dinkelbrötchen (TK)|Coppenrath & Wiese Unsere Goldstücke Dinkel-Brötchen 420g, 6 Stück - Conditorei Coppenrath & Wiese - EDEKA Brötchen Conditorei Coppenrath & Wiese Unsere Goldstücke Dinkelbrötchen 6 Stück 1.99€ 1k 4.77€ - TK-AUFBACKBROTWAREN
757|Pasta Pesto (Fertiggericht)|PASTA GRUENES PESTO - YOUCOOK - Pasta Grünes Pesto - KOMPLETTMENÜ INTERN. GEK.-SB
780|Pizza Peperoni vegan (TK)|Pizzatainment Teenage Mutant Ninja Turtles Green Double Peperoni 441g - PIZZATAINMENT - Green Double Peperoni - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
2501|Mousse au Chocolat|Coppenrath & Wiese Kleiner Augenblick Mousse au Chocolat 180g - Conditorei Coppenrath & Wiese - Dessert crème - TK-SUESSSPEISEN
659|Tagliatelle mit Lachs (TK)|Costa Tagliatelle Lachs ASC 450g - Costa - Tagliatelle Lachs - TK-FERTIGGERICHTE BEUTEL
874|Croissants (TK)|CROISSANT 4ER - nutella Croissaint - Nutella croissants - TK-AUFBACKBROTWAREN
6376|Kinderjoghurt Erdbeer-Banane|Danone FruchtZwerge Go Erdbeer-Banane 70g - Danone - Danone FruchtZwerge für unterwegs Erdbeer/Banane 70g - FRUCHTJOGHURT EINWEG
4214|Sahne-Heringsfilets Hausfrauen-Art|ja! Sahne-Heringsfilets 400g - Ja! - Sahne Heringsfilets nach Hausfrauen-Art - HERINGE/-FILETS/MATJES - SB -
1255|Pizza Mozzarella-Pesto (TK)|Pizza Traditionale Mozerella e Pesto 370g - Dr. Oetker - Mozzarella pizza con queso mozzarella tomate cherry y pesto - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
1490|Reisgericht Tomate mediterran|NICERICE MED. TOMATE - EATPLANTS - Nice Rice - Meditarrane Tomate - REIS,KARTO.SAUCEN/RELISH/CHUTNEY
4232|Cappelletti Spinat|REWE Beste Wahl Cappelletti Spinaci 250g - REWE Beste Wahl - Cappelletti - FRISCHNUDELN - SB -
4243|Nudelsalat Hörnchen-Lyoner|ja! Nudelsalat Hörnchen Lyoner 250g - Ja! - Nudelsalat - Sofortv. FENKOSTSALAT CON.GEK.
1472|Flammkuchen Elsässer Art (TK)|Original Wagner Flammkuchen Elsässer Art 300g - WAGNER - Flammkuchen 4009233003686 - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
1481|Pizza Fantastica (TK)|PIZZA FANTASTICA - STEINOFEN - Steinofen  Fantastica - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
1482|Steak-Gewürzsalz|Ostmann Steak Grill Gewürz 150g - Ostmann - Steak Gewürzsalz - GEWÜRZE MISCHUNG STREUER
3145|Baguette Thunfisch (TK)|Dr. Oetker Bistro Baguette Thunfisch 250g - Dr. Oetker - Baguette Thunfisch - TK-BAGUETTES
3211|Baguette BBQ vegan (TK)|Dr. Oetker Bistro Baguette Spicy BBQ vegan 250g - Dr. Oetker - Bistro Spicy BBQ Vegan - TK-BAGUETTES
3364|Baguette Champignon (TK)|Dr. Oetker Bistro Baguette Champignon 250g - Dr. Oetker - Bistro Classique Baguette Champignon - TK-BAGUETTES
4268|Flapjack Cashew-Cranberry|Hafervoll Flapjack Cashew/Cranberry 65g - HAFERVOLL - Hafervoll Flapjack Cashew Cranberry - MÜSLIRIEGEL EINZEL
1174|Pinsa (TK)|Dr. Oetker La Mia Pinsa Rucola, Tomaten, Mozzarella & Pecorino 315g - Dr. Oetker - La Mia Pinsa - Sauerteig - Tomate Mozzarella - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
1228|Pizza Pasta (TK)|Dr. Oetker Ristorante Pasta 410g - Dr. Oetker - Ristorante Pizza Pasta - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
1534|Raclettekäse Chili|Original Swiss Raclette Käse chili 200g - Strähl Käse AG - Raclette Chili - Käse für warme Verwendung
4286|Geflügel-Salami|ja! Geflügel-Salami mit Schweinefleisch 200g - Ja! - Geflügel-Salami - ROH-/DAUERWURS-GEFL.-SB-KUEHLBED
4295|Weichkäse mild & cremig|Bergader 1902 mild & cremig 100g - Bergader 1902 - Basils Käsekultur Mild & Cremig - WEICHKAESE - SB -
5643|Frischkäse-Dip Gegrillte Paprika|BUKO DIP PAPRIKA - ARLA - Buko® Frische Dip Gegrillte Paprika - KRÄUTER-/GEWÜRZQUARK/KRÄUTERBROT
1362|Pizza Quattro Formaggi (TK)|Dr. Oetker Ristorante Pizza Quattro Formaggi 340g - Dr. Oetker - PIZZA QUATTRO FORMAGGI - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
2519|Vollmilchschokolade 32%|EDELVOLLMILCH 32% - HEILEMANN - Pure Edelvollmilch - SCHOKOLADE BIS 100 G
6193|Fruchtmus Apfel-Rote Bete-Erdbeere-Himbeere Bio (Kinder)|Erdbär Freche Freunde Bio Apfel, Rote Bete, Erdbeere & Himbeere 100g - erdbär Freche Freunde - Freche Freunde Apfel, rote Beete, Erdbeere & Himbeere - BABY FRUCHTQUETSCHEN
1809|Müsliriegel Erdnuss|Nut Butter Erdnuss Rg. - NATURE VALLEY - Smooth & Crunchy - Müsliriegel Getreide
2435|Protein-Cookies|Ehrmann High Protein Crispy Cookies Vollmilchschokolade 90g - Ehrmann - High Protein Crispy Cookies - SPEZIALI./KANDIERTE SCHOKO/PUF
6503|Schokodessert Stracciatella|Ehrmann Grand Dessert Stracciatella 190g - Grand Dessert - Grande Dessert Choc Stracciatella - Pudding/Milchreis
3662|Grüne-Bohnen-Kartoffeltopf (Dose)|Erasco Grüne-Bohnen-Kartoffeltopf 400g - Erasco - Grüne Bohnen Kartoffeltopf - SUPPEN UND EINTÖPFE BIS 426ML
4329|Kichererbsen Bio (Glas)|Campo Verde demeter Bio Kichererbsen kochfertig 230g - Campo Verde - Kichererbsen - GEMUESE GLAS/PACKUNG
5696|Fruchtgummi Milch-Mix|Nimm2 Lachgummi Millianer 250g - nimm2 Lachgummi - Lachgummi Millianer - Fruchtgummi
5716|Heringsfilets in Tomatensauce süß|Herigsfilet Lkullus 200g - Appel - Appels Herings-Filets in süsser Tomaten-Sauce - HERINGS- U. MAKRELENFILETS
4334|Esrom-Käse Scheiben|Castello Esrom 150g - ARLA - Esrom Käse - NATURKAESE SCHEIBEN - SB -
4352|Proteindrink Vanille-Cookie|Danone Mypro Vanille-Cookie Fresh 300g - Danone - Danone MyPRO+ 25g Protein 5100mg BCAAs Vanille-Cookie Geschmack 300g - KAKAO,MISCH,SONST.GETR.E-MWS
4372|Aioli-Dip|Dahlhoff Feinkost Aioli-Creme 250g - Dahlhoff Feinkost - Ajoli Dip - FEINKOST BROTAUFSTRICH
2209|Himbeerkonfitüre Gourmet|Mövenpick Gourmet Creme Himbeere 250g - Mövenpick - Mövenpick gourmet crème Himbeere - KONFITUEREN/MARMELADEN/GELEES
4367|Müsliriegel Schoko frei|Corny free Schoko + 1 gratis 7x20g - Corny - Corny - Müsliriegel Multipack
5739|Fruchtgummi Fruity-Bussi|Haribo Fruity-Bussi 200g - Haribo - Fruity-Bussi - FRUCHTGUMMI
4383|Chips Hawaii Style|Lorenz Crunchips Hawaii Style 150g - Crunchips - Crunchips Hawaii Style - CHIPS UND STICKS
2722|Piadina Olive|Piadina Arrotol. Olive - LORIANA - Piadina arrotolabile olio - Wraps/Tortillas Aufbackwaren SB
2725|Milchbrötchen Schoko|Ölz Milch Brötele Schoko 240g - Ölz der Meisterbäcker - Milch Brötle Schoko - HALTBARE KUCHEN/TEILCHEN SB
2819|Proteinriegel Cookie Dough Bio vegan|Numove Bio-Proteinriegel Cookie Dough 45g - numove - nu+move cookie dough - PROTEIN RIEGEL / BALLS E-MWST
3888|Linseneintopf Westfälisch mit Essig (Dose)|Erasco Westfälischer Linsen-Eintopf 400g - Erasco - Westfälischer Linsen-Eintopf mit Essig - SUPPEN UND EINTÖPFE BIS 426ML
2746|Kartoffelsalat|Popp Walter Popps Kartoffelsalat 400g - Popp - Kartoffelsalat - FERTIGSALATE (+DESSERT) - SB -
2958|Rauchmatjesfilet|Nordsee Rauchmatjesfilet 200g - NORDSEE - Matjesfilet - HERINGE/-FILETS/MATJES - SB -
2894|Brotaufstrich Linse-Kurkuma-Mango Bio|Nabio Bio Protein-Aufstrich Powerlinse 140g - Nabio - Linsenathlet Kurkuma Gelbe Linse Mango Protein Aufstrich - BIO WÜRZIGE AUFSTRICHE
2084|Zitronenreis-Pfanne|Erasco Zitronenreis-Pfanne mit Hähnchen & Oliven 800g - Erasco - Zitronenreis-Pfanne - SUPPEN UND EINTÖPFE 427-850ML
2837|Brotaufstrich Aioli pikant|Ergüllü Aioli Pikant 200g - UNBRANDED - Aioli Creme pikant - FEINKOST BROTAUFSTRICH
3033|Quarkgenuss Bratapfel|Exquisa QuarkGenuss Winter Bratapfel 0,2% 500g - Exquisa - Quarkgenuss - Typ Bratapfel - FRUCHTQUARK
4408|Edelsalami mild geräuchert|ja! Delikatess Edelsalami mild geräuchert 150g - Ja! - Edelsalami - ROH-/DAUERWURST -SB- KUEHLBED.
2966|Brotaufstrich Kichererbse-Avocado|Noa Brotaufstrich Kichererbse-Avocado 175g - NOA - Brotaufstrich Kichererbse-Avocado 4058094310099  Pflanzlicher Brotaufstrich aus gekochten Kichererbsen mit Avocado - FEINKOST BROTAUFSTRICH
2994|Brotaufstrich Kichererbse Tomate-Basilikum|Noa Brotaufstrich Kichererbse Tomate-Basilikum 175g - NOA - Brotaufstrich Kichererbse Tomate-Basilikum - FEINKOST BROTAUFSTRICH
4416|High-Protein-Mousse Cappuccino|High Prot.Mousse Cappu - DR.OETKER - High Protein-Mousse Cappuccino style - Desserts (Mousse/Creme/Tiramisu)
3157|Hummus & Muhammara|Popp Hummus & Muhamara 175g - Popp - Hummus & Muhammara - UEBR. KUEHLPFL. FOOD-ARTIKEL
3067|Hummus Sweet Chili|Obela Hummus Sweet Chili 175g - Obela - Hummus Sweet Chili - UEBR. KUEHLPFL. FOOD-ARTIKEL
3018|Kartoffel-Brokkoli-Auflauf|Pahmeyer Kartoffel-Auflauf Brokkoli 300g - Pahmeyer - Kartoffel Brokkoli Auflauf - KARTOFFELSPEZIALITÄT GEKÜHLT-SB
3045|Mohnstrudel|Ölz Mohn-Strudel 350g - Ölz der Meisterbäcker - Mohn Strudel - HALTBARE KUCHEN/TEILCHEN SB
5762|Fruchtgummi Bärchen-Pärchen|Haribo Bärchen-Pärchen 175g - Haribo - Haribo - Bärchen-Pärchen - FRUCHTGUMMI
3164|Schokomilchriegel|Nestlé Nesquik Snack Kakao 8x26g - Nestlé - Nesquik Snack Kakao - KUEHLBEDUERFTIGE RIEGEL
3199|Tandoori-Gewürzpaste|Fairtrade Original Indisches Tandoori Gewürzpaste 75g - fairtrade ORIGINAL - Indisches Tandoori Gewürzpaste - Curry-/Chili-/Asia-Paste
5800|Veganer Streichgenuss Tomate-Basilikum|Veg.Frischcr.Tomat - REWE Beste Wahl - Streichgenuss Tomate-Basilikum - veganer Wurstersatz gekühlt SB
3224|Schokolade Haferkeks-Karamell vegan|OAT COOKIE VEG CHOC - HANDSOFF - Oat Cookies and Caramel - SCHOKOLADE BIS 100 G
4435|Weichkäse Frühling|Bergader Almzeit Weichkäse Frühlingsgruß 175g - Almzeit - Almzeit Frühlingsgruß - WEICHKAESE - SB -
4438|Chips Curry|Funny Frisch Chipsfrisch Chikibai Curry 175g - funny-frisch - Chipsfrisch Chikibai Curry - CHIPS UND STICKS
4700|Kapern Nonpareilles|Feinkost Dittmann Kapern Nonpareilles 30g - Feinkost Dittmann - Kapern Nonpareilles, Würzig Pikant - OLIVEN / KAPERN
3321|Apfel-Mango-Kompott|Odenwald Apfel & Mango 370g - Odenwald - Apfel-Mango Kompot - OBSTKONSERVEN GLAS/PACKUNG
5818|Schokolade Zartbitter-Kirsch|AIRY ZARTBITTER-KIRSCH - SCHOGETTEN - Airy: Zartbitter-Kirsch - SCHOKOLADE BIS 100 G
2239|Gemüsemix deutsch (TK)|Frosta Gemüse Mix Deutsche Küche 600g - FRoSTA - Gemüse Mix deutsche Küche ungewürzt - TK-GEMUESEMISCHUNGEN
4442|Flapjack Mandel Sweet & Salty|Hafervoll Flapjack Mandel  Sweet & Salty 65g - Hafervoll - Hafervoll Flapjack - Müsliriegel Einzel
3404|Ofenbrot Pilz-Trio vegan (TK)|Original Wagner Rustipani Dunkles Ofenbrot Pilz-Trio vegan 185g - WAGNER - Rustipani Dunkles Ofenbrot Pilz-Trio - TK-BAGUETTES
3413|Vollkornbrot Kinder|Pema Vollkornbrot Kinder 500g - PEMA® - Pema Vollkornbrot für kinder - KÖRNERBROT GESCHNITEN SB
3505|Konfitüre Waldfrucht Gourmet|Mövenpick Gourmet-Frühstück Waldfrucht Fruchtaufstrich 250g - Mövenpick - Marmelade Mövenpick Waldfrucht - KONFITUEREN/MARMELADEN/GELEES
5835|Schokoriegel KitKat vegan|KitKat Vegan Schokoriegel 41,5g - NESTLE - KitKat Vegan - SCHOKORIEGEL, EINZEL
5845|Protein-Quark natur|Exquisa Protein Quark natur 400g - Exquisa - Fitline protein - SPEISEQUARK/SCHICHTKÄSE/BROTAUFS
5853|Kochsahne 15%|Berchtesgadener Land Rahm zum Kochen 15% 250g - Berchtesgadener Land - Rahm - SUESSE SAHNE
5854|Pudding Café au Lait|Ehrmann Grand Dessert Café au Lait 190 g - Grand Dessert - Grand dessert - Pudding/Milchreis
2296|Paprika-Gemüse-Pfanne (TK)|Frosta Paprika Gemüse Pfanne 480g - FRoSTA - Gemüse Pfanne Balkan - TK-GEMUESEMISCHUNGEN
6081|Halsbonbons Wildkirsche zuckerfrei|Fisherman's Friend Wild Cherry ohne Zucker 25g - FISHERMAN´S FRIEND - Fisherman's Friend Cherry - KRAEUTER-/HUSTENBONBONS (FRUCH
2747|Vegane Fischfilets im Backteig|Fisch vom Feld Veggie Filees im Backteig vegan 300g - Fisch vom Feld - Veggie Filees im Backteig - TK-SNACKS
5858|Schokoriegel Nuss-Toffee|HELLO STICKS NUTS TOFF - LINDT - HELLO Roasted Nuts & TOFFEE - SCHOKORIEGEL, EINZEL
5871|Mandeln gemahlen blanchiert|ja! Mandeln gemahlen und blanchiert 100g - Ja! - Mandeln gemahlen - MANDELN (BACKARTIKEL)
4279|Kopfsalat mit Kräutern|Florette Kopfsalat mit Kräutern 150g - Florette - Kopfsalat mit feinen Kräutern - SOFORTV. SALATBEUTEL CONV.
1818|Tagliolini mit Pilzsauce|Giovanni Rana Pasta Set Tagliolini Funghi mit Pilzen 407g - Giovanni RANA - Pasta Set Tagliolini Funghi - KOMPLETTMENÜ INTERN. GEK.-SB
5954|Gebratene Nudeln Gemüse (Fertiggericht Trocken)|GEBRAT. NUDELN GEMUESE - KNORR ASIA - Gebrateme Nudeln Gemüse - FERTIGGERICHTE TROCKEN TEIGWAR
3645|Stückige Tomaten scharf|Oro Di Parma Stückige Tomaten scharf - ORO di Parma - Tomaten stückig scharf - SCHAEL U. PIZZATOMATEN
4143|Fleischsülzwurst (Aufschnitt)|Frühstücksschmaus nach Art einer Fleischsülzwurst 100g - Wilhelm Brandenburg - Frühstücksschmaus - KOCHWURST - PP
3690|Porridge Exotic Fruit|Pocket Por exot.frucht - 3Bears - Pocket porridge exotic fruit - MÜSLIRIEGEL
5912|Edelmarzipan-Herzen Zartbitter|MARZIPAN HERZEN IN ZB - KISSENPACKUNG - Lübecker Edelmarzipan Herzen - SCHOKOLADE BIS 100 G
4487|Garnelencocktail|Homann Garnelencoctail 135g - HOMANN - Garnelencocktail mit Amontillado-Sherry - FERTIGSALATE (+DESSERT) - SB -
4492|Gewürzgurken mit Knoblauch|GEW. GURKEN MIT KNOBL. - SMAK - Konserwowe ogóreczki z czosnkiem - GURKEN (KONSERVEN)
5918|Pudding Double Toffee|Ehrmann Grand Dessert Double Toffee 190g - Grand Dessert - Grand Dessert Double Toffee - PUDDING/MILCHREIS
5923|Frischkäse Kräuter 0,2% Fett|Exquisa Frischkäse Fitline 0,2% Kräuter 200g - Exquisa - Fitline 0,2% Kräuter - FRISCHKAESE - SB -
4141|Fleischsalat klassisch|Nadler Fleischsalat - NADLER - Delikatess Fleischsalat, Klassisch Mit Salatcreme - FERTIGSALATE (+DESSERT) - SB -
7021|Gewürzgurkenwasser|
4313|Cracker Meersalz|Funny Frisch Chips Cracker Meersalz 90g - funny-frisch - Chips Cracker (mit Meersalz) - CRÄCKER, KÄSE-, REISGEBÄCK
4136|Räucherforellensalat|RAEUCHERFORELLENSALAT - NADLER - Räucherforellen Salat - FISCHFEINKOST - SB -
4254|Frischkäse Bärlauch|Miree Frischkäse Bärlauch 150g - miree - Miree mit wildem Bärlauch - FRISCHKAESE - SB -
4259|Müsli Kickstart Women Bio|Mymuesli Bio Kickstart-Müsli Women 85g - mymuesli - Kickstartmuesli Women - BIO MÜSLI / MÜSLIRIEGEL
4441|Reis Basmati & Wildreis|Oryza Basmati- & Wildreis 500g - ORYZA Reis - Reis, Basmati & Wildreis im Glad - REIS-SPEZIALITAETEN
4467|Müsliriegel Apfel|Muesliriegel Apfel - CORNY - Corny Apfel - Müsliriegel Getreide
4633|Schokoriegel Mandelbutter & Meersalz Bio vegan|Nucao Bio Schokoriegel Almond Butter & Sea Salt 33g - nucao - nucao Almond Butter & Sea Salt - SCHOKORIEGEL, EINZEL
709|Fischfilet Gemüse-Tomate (TK)|Iglo Schlemmerfilet sonniges Gemüse 380g - IGLO - Schlemmer-Filet Sonniges Gemüse mit getrockneten Tomaten - TK-FISCH FERTIGGERICHTE
705|Milchbrei Grieß|Hipp Milchbrei Kindergriess 450g - HiPP - milchbrei kindergriess (ohne Zuckerzusatz) - BABY FERTIGBREIE (PK/DOSE)E-MWST
734|Rösti-Fischstäbchen (TK)|Iglo Rösti-Stäbchen mit Fisch-Filet MSC 336g, 12 Stück - iglo - Rösti-Stäbchen - TK-FISCHSTAEBCHEN
4500|Pizzateig frisch|Henglein Pizzateig 400g - HENGLEIN - Frischer Pizzateig - FERTIGTEIG GEKUEHLT
4502|Konfitüre Himbeere 60%|FA Himbeere 60% - Ja! - Himbeere 60% Frucht - KONFITUEREN/MARMELADEN/GELEES
5999|Frischkäse natur 0,2% Fett|Exquisa Frischkäse Fitline Natur 200g - Exquisa - Frischkäse Fitline Natur 0,2% - FRISCHKAESE - SB -
6002|Chips Sweet Paprika|Classic Sweet Paprika 175g - Lay´s - Sweet Paprika Chips - CHIPS UND STICKS
4505|Gnocchi-Nudeln (Muschel)|Barilla Gnocchi Muschelnudeln 500g - Barilla - Gnocchi n°85 - ITALIENISCHE TEIGWAREN
755|Schlemmerfilet (TK)|Iglo  MSC Schlemmer Filet Sylter Art 380g - IGLO - Iglo Schlemmerfilet Sylter Art - TK-FISCH FERTIGGERICHTE
1013|Hackfleisch gemischt|ja! Hackfleisch gemischt 500g - Ja! - Hackfleisch gemischt - SCHWEINEFLEISCH HACKFL.-PROD. SB
6009|Hochzeitssuppe (Trockensuppe)|HOCHZEITSSUPPE - KNORR SUPPENL - Hochzeits Suppe - TROCKENSUPPEN-BEUTEL/-PAECKCHE
4761|Stückige Tomaten Bio|Oro di Parma Bio Stückige Tomaten 400g - ORO di Parma - Bio-Tomaten stückig - SCHAEL U. PIZZATOMATEN
6018|Nudeln Pomodoro Mozzarella (Fertiggericht Trocken)|SPAG / VEGGIE +10% - KNORR SPAGHET - Pomodoro Mozzarella - FERTIGGERICHTE TROCKEN TEIGWAR
1552|Thai-Karottensalat|hilcona Thai Carrots Rote Beete & Meerretich 210g - Hilcona - Thai-Carrots mit Roter Beete & Meerrettich - SOFORTV. FENKOSTSALAT CON.GEK.
1576|Vegane Chicken Nuggets (TK)|Iglo Green Cuisine Vegane "Chicken" Nuggets 250g - IGLO - vegane „Chicken“ Nuggets - TK-SNACKS
1578|Rahmgemüse Rosenkohl (TK)|Iglo Rahmgemüse Rosenkohl 500g - IGLO - Rosenkohl in Rahm - TK-KOHLGEMUESE
1615|Gemüsemischung Toscana (TK)|iglo Gemüseideen Toscana - None - Gemüse-Ideen Toscana - TK-GEMUESEMISCHUNGEN
1664|Rahmspinat-Tortellini|Hilcona Tortellini Minis Rahmspinat vegetarisch 600g - Hilcona - Rahmenspinat Tortellini (Minis) - FRISCHNUDELN - SB -
4536|Mozzarella-Kugeln mini|Zott Zottarella Minis Classic 150g - Zott Zottarella - Zottarella Minis - Classic - MOZZAREL/SONST.PASTA FILATA SB
4520|Skyr Bourbon-Vanille|ja! Skyr Bourbon-Vanille 500g - Ja! - Skyr - FRUCHTQUARK
6022|Bio-Kefir mild fettarm|Berchtesgadener Land Fettarmer Kefir mild 500g - Berchtesgadener Land - Fettarmer Kefir mild - KEFIR/MOLKE
6025|High-Protein-Pudding Schoko mit Topping|Ehrmann High Protein Chocolate & Topping 200g - High Protein - Chocolate & Topping with Protein - PUDDING/MILCHREIS
6028|Waffeln Zartbitter extra|Griesson Wurzener Extra Zartbitter 100g - Wurzener - Zartbitter extra - WAFFELN
4529|Softcake Orange Bio|Griessson Bio Soft Cake Orang. 150g - Griesson Organic - Bio Soft Cake Orange - BISKUIT-/EIERGEBÄCK
4793|Butter laktosefrei|MinusL Butter 125g - Minus L - Beurre sans lactose - BUTTER
4638|Kartoffelgratin|Popp Kartoffelgratin 500g - Popp - Kartoffelgratin - KARTOFFELSPEZIALITÄT GEKÜHLT-SB
1674|Schlemmerfilet Bordelaise (TK)|Iglo Schlemmerfilet à la Bordelaise Classic 380g - IGLO - Schlemmer-Filet à la Bordelaise Classic - TK-FISCH FERTIGGERICHTE
6090|Reiswaffeln Apfel Bio (Baby)|Hipp Bio Apfel-Reiswaffeln 35g - HiPP - Apfel Reiswaffeln - BABY SUESSWAREN/SNACKS E-MWST
5386|Roter Heringssalat|Popp Feinster roter Heringssalat 200g - Popp - Heringssalat - FERTIGSALATE (+DESSERT) - SB -
5947|Puddingpulver Vanille glutenfrei|Mondamin Pudding Vanillegeschmack glutenfrei 52g - Mondamin - Pudding Vanillegeschmack - PUDDING- / DESSERTPULVER
6215|Joghurt mit Ecke Crispy Crunch|Müller Joghurt mit der Ecke Crispy-Crunch 150g - MÜLLER - Joghurt mit der Ecke: Crispy Crunch - FRUCHTJOGHURT EINWEG
6284|Veganer Milchreis Apfel|Müller Vegan Reis Apfel 180g - MÜLLER - Vegan Reis Apfel - MILCHALTERN.FRISCHE
1679|Fischfilet Spargel-Hollandaise (TK)|Iglo Schlemmerfilet Grün. Spargel 380g - IGLO - Schlemmer-Filet Grüner Spargel à la Hollandaise - TK-FISCH FERTIGGERICHTE
1710|Pilz-Risotto (TK)|Igloe Cremiges Pilz Risotto - IGLO - Cremiges Pilz-Risotto - TK-FERTIGGERICHTE
1736|Fleischbällchentopf|ja! Fleischbällchen-Topf mit Tomaten & Nudeln 800g - Ja! - Fleischbällchen-Topf - SUPPEN UND EINTÖPFE 427-850ML
1838|Omega-3-Fischstäbchen (TK)|Iglo Omega 3 Fischstäbchen 360g - iglo - TK Fischstäbchen Omega 3 - TK-FISCHSTAEBCHEN
4541|Pausenbrot (Körnerbrot)|Haverland Das Pausenbrot 250g - HAVERLAND - Das Pausenbrot - Körnerbrot geschniten SB
6363|Sahnejoghurt Schoko-Split|Mövenpick Feinjoghurt Schoko Split 150g - Mövenpick - Feinjoghurt, Schweizer Schokolade - FRUCHTJOGHURT EINWEG
6132|Milchreis Nuss-Nougat|Müller Milchreis Nuss-Nougat 200g - MÜLLER - Milchreis Schoko-Nuss - PUDDING/MILCHREIS
6139|Milchreis Pflaume|Müller Milchreis Pflaume 200g - MÜLLER - Milchreis - Pflaume - Pudding/Milchreis
4555|Linzer Schnitten|LINZER-SCHNITTEN - OELZ - Linzer Schnitte - Frischkuchen ungekühlt SB
2247|Tortellini Käse-Sahne (TK)|Iglo Tortelloni Käse-Sahnesauce 450g - IGLO - Tortellini Käse Sahnesauce - TK-FERTIGGERICHTE BEUTEL
2265|Linguini vegetarische Bolognese (TK)|Green Cuisine Linguini veg. Bolognese 400g - IGLO - Iglo Green Cuisine Linguine Bolognese - TK-FERTIGGERICHTE SCHALEN
6390|Fruchtjoghurt Maracuja-Banane-Mango|Müller Froop Frucht Safari Maracuja-Banane-Mango 150g - MÜLLER - Froop - FRUCHTJOGHURT EINWEG
6415|Instant-Nudeln Yakisoba gebraten|Nissin Gebratene Nudeln mit Yakisoba 100g - Demae Ramen - Nissin Yakisoba - FERTIGGERICHTE INSTANT
6418|Sahnejoghurt Kirsche-Schoko|Mövenpick Feinjoghurt Kirsche-Schoko 150g - Mövenpick - Mövenpick Kirsche-Schoko - FRUCHTJOGHURT EINWEG
6209|Fruchtjoghurt Apfelstrudel|Ehrmann Almighurt Typ Apfelstrudel 140g - Almighurt - Almighurt - Typ Apfelstrudel - FRUCHTJOGHURT EINWEG
6194|Tortiglioni Bio|TORTIGLIONI HW - REWE Bio - Nudeln Bio tortiglioni - ITALIENISCHE TEIGWAREN
